COMB Title,NumberOfConsoles,GCN,XBX,PS2,Brand,License,Publisher,Developer,NPD Super Genre,NPD Sub Genre,Launch,Launch Year,Launch Month,ESRB,Online,Review,AvgReleaseYearPrice,PriorSaleBrand (M),TotalPriorSalesBrand (M),ConcurrentReleaseBrand,ConcurrentReleaseGenre,PriorReleaseBrand,PriorReleaseGenre,FirstYearUnits,FirstYearSales (M),FirstYearRatio,LTD ASP,LTD Units,LTD Dollars (M)
FERRARI F355 CHALLENGE,1,0,0,1,,,SEGA OF AMERICA,AM2,RACING,ACTION ORIENTED RACING,2002-09-01,2002,9,E,NO,66.5,49.00,0,0,0,15,0,28,16387,0.75223575,0.86922872,43.00,20305,0.865406
FIFA 2001,1,0,0,1,FIFA,WCS (WORLD CUP SOCCER),ELECTRONIC ARTS,ELECTRONIC ARTS,SPORTS,SOCCER,2000-11-01,2000,11,E,NO,82.09999847,50.00,0,0,0,0,0,0,191274,9.360635,0.904590971,47.00,219717,10.34792
FIFA SOCCER 2002,2,1,0,1,FIFA,WCS (WORLD CUP SOCCER),ELECTRONIC ARTS,ELECTRONIC ARTS,SPORTS,SOCCER,2001-10-01,2001,10,E,NO,80.20000076,50.00,9.37298,9.360635,0,2,1,1,335324,14.50665625,0.940031006,41.00,363230,15.432104
FIFA SOCCER 2003,3,1,1,1,FIFA,WCS (WORLD CUP SOCCER),ELECTRONIC ARTS,ELECTRONIC ARTS,SPORTS,SOCCER,2002-11-01,2002,11,E,NO,83.26666514,47.00,14.50665625,23.86729025,3,14,3,5,504488,20.66894813,0.946554767,38.00,545335,21.835977
FIFA SOCCER 2004,3,1,1,1,FIFA,WCS (WORLD CUP SOCCER),ELECTRONIC ARTS,ELECTRONIC ARTS,SPORTS,SOCCER,2003-11-01,2003,11,E,NO,82,49.67,21.04430063,58.863551,0,3,9,22,647944,27.24162288,0.95718557,42.33,686719,28.460127
FIFA SOCCER 2005,3,1,1,1,FIFA,WCS (WORLD CUP SOCCER),ELECTRONIC ARTS,ELECTRONIC ARTS,SPORTS,SOCCER,2004-10-01,2004,10,E,NO,81.90000153,49.00,27.24162288,86.105173,0,6,12,28,416779,20.498644,0.630911054,41.33,785955,32.490545
FIGHT CLUB,2,0,1,1,,OTHER,VIVENDI UNIVERSAL,GENUINE GAMES,FIGHTING,FIGHT/HEAD TO HEAD,2004-11-01,2004,11,M,YES,37.14999962,47.50,0,0,0,25,0,43,42652,2.014313,0.601894388,33.00,100056,3.346622
FIGHT NIGHT 2004,2,0,1,1,,,ELECTRONIC ARTS,ELECTRONIC ARTS,SPORTS,BOXING,2004-04-01,2004,4,T,NO,84.04999924,48.00,0,0,0,2,0,10,1026711,48.86785,0.929966998,43.00,1212662,52.54794
FIGHTER MAKER 2,1,0,0,1,FIGHTER MAKER,,AGETEC,ENTERBRAIN,FIGHTING,FIGHT/HEAD TO HEAD,2002-11-01,2002,11,T,NO,58.70000076,44.00,0,0,0,9,0,7,19842,0.65401775,0.831989444,30.00,26598,0.786089
FINAL FANTASY CRYSTAL,1,1,0,0,FINAL FANTASY,FINAL FANTASY,NINTENDO OF AMERICA,SQUARE ENIX,RPG,RPG,2004-02-01,2004,2,T,NO,80.40000153,48.00,0,0,0,12,0,12,411434,19.64954,0.92926936,46.00,463591,21.14515
FINAL FANTASY X,1,0,0,1,FINAL FANTASY,FINAL FANTASY,SQUARE ENIX INC,SQUARE ENIX,RPG,RPG,2001-12-01,2001,12,T,NO,91.40000153,51.00,0,0,0,12,0,4,1508837,75.470048,0.814899907,40.00,2291428,92.61266
FINAL FANTASY X-2,1,0,0,1,FINAL FANTASY,FINAL FANTASY,SQUARE ENIX INC,SQUARE ENIX,RPG,RPG,2003-11-01,2003,11,T,NO,85.90000153,50.00,75.470048,75.470048,0,15,1,28,1261320,58.3689,0.943245816,44.00,1415781,61.8809
FINAL FANTASY XI,1,0,0,1,FINAL FANTASY,FINAL FANTASY,SONY,SQUARE ENIX,RPG,MMORPG,2004-03-01,2004,3,T,YES,86,97.00,58.3689,133.838944,1,1,2,2,246438,23.86669,0.920000509,96.00,270005,25.94204
FINAL FANTASY XI CHAINS OF PROMA,1,0,0,1,FINAL FANTASY,FINAL FANTASY,SQUARE ENIX INC,SQUARE ENIX,RPG,MMORPG,2004-09-01,2004,9,T,YES,78.40000153,30.00,58.3689,133.838944,1,1,2,2,74090,2.205764,0.849074521,28.00,92069,2.597845
FIREBLADE,3,1,1,1,,,MIDWAY,KUJU ENTERTAINMENT,FLIGHT,AIR COMBAT SIMULATIONS,2002-06-01,2002,6,T,NO,63.53333537,29.00,0,0,0,2,0,5,102456,3.275608828,0.838917306,25.33,133349,3.904567
FIREFIGHTER F.D. 18,1,0,0,1,,,KONAMI DIGITAL ENT.,KONAMI,ACTION,GENERAL ACTION,2004-03-01,2004,3,T,NO,62,38.00,0,0,0,40,0,82,25757,0.970589,0.966961926,37.00,26908,1.003751
FISHERMAN'S BASS CLUB,1,0,0,1,,,AGETEC,VINGT-ET-UN SYSTEMS,SPORTS,FISHING,2002-10-01,2002,10,E,NO,58,14.00,0,0,0,2,0,1,201512,2.64564725,0.581183754,11.00,397230,4.55217
FISHERMAN'S CHALLENGE,1,0,0,1,,,KONAMI DIGITAL ENT.,KONAMI,SPORTS,FISHING,2003-01-01,2003,1,E,NO,63.09999847,22.00,0,0,0,2,0,4,15463,0.345531406,0.976173933,22.00,15760,0.353965
FORD RACING 2,2,0,1,1,FORD RACING,FORD,TAKE 2 INTERACTIVE,RAZORWORKS,RACING,ACTION ORIENTED RACING,2003-10-01,2003,10,E,NO,63.25,15.00,0,0,0,37,0,59,331486,3.527076563,0.751636444,11.50,449429,4.69253
FOREVER KINGDOM,1,0,0,1,,,AGETEC,FROMSOFTWARE,RPG,RPG,2002-01-01,2002,1,T,NO,66,44.00,0,0,0,10,0,17,17267,0.752640438,0.930465402,42.00,19415,0.808886
FORGOTTEN REALMS: DEMON STONE,2,0,1,1,FORGOTTEN REALMS,DUNGEONS & DRAGONS,ATARI,STORMFRONT STUDIOS,RPG,RPG,2004-09-01,2004,9,T,NO,72.64999771,38.50,0,0,0,28,0,58,60828,2.50825,0.678861316,33.50,106994,3.69479
FORMULA ONE 2001,1,0,0,1,FORMULA 1,,SONY,PSYGNOSIS,RACING,SPORTS ORIENTED RACING,2001-09-01,2001,9,E,NO,77.5,43.00,2.205764,1.874835,1,7,1,3,49516,1.75147425,0.637350044,27.00,100885,2.748057
FREAKY FLYERS,3,1,1,1,,,MIDWAY,MIDWAY HOME ENTERTAINMENT,RACING,ACTION ORIENTED RACING,2003-08-01,2003,8,T,NO,68.33333333,26.00,0,0,0,54,0,67,47104,0.890389016,0.827839915,18.00,62786,1.075557
FREEDOM FIGHTERS,3,1,1,1,,,ELECTRONIC ARTS,IO INTERACTIVE,SHOOTER,SQUAD BASED COMBAT,2003-09-01,2003,9,T,NO,82.93333181,49.67,0,0,0,13,0,6,317759,12.09870075,0.877564995,34.00,397361,13.786672
FREEKSTYLE,2,1,0,1,,,ELECTRONIC ARTS,PAGE 44 STUDIOS,SPORTS,EXTREME SPORTS,2002-06-01,2002,6,E,NO,78.15000153,28.50,0,0,0,27,0,17,268846,7.312019,0.680285902,22.00,462666,10.74845
FREESTYLE METAL X,3,1,1,1,,,MIDWAY,DEIBUS STUDIOS,RACING,SPORTS ORIENTED RACING,2003-06-01,2003,6,T,NO,70.86666361,24.33,0,0,0,14,0,40,43775,1.155925,0.869983254,21.00,54434,1.328675
FREESTYLE STREET SOCCER,2,1,1,0,,,ACCLAIM,SILICON DREAMS STUDIO,SPORTS,SOCCER,2004-05-01,2004,5,T,NO,41.40000153,14.00,0,0,0,3,0,16,388,0.005471,0.47318803,15.50,958,0.011562
FREQUENCY,1,0,0,1,,,SONY,HARMONIX MUSIC SYSTEMS,FAMILY,MUSIC/DANCE GAMES,2001-11-01,2001,11,E,NO,84.5,49.00,0,0,0,2,0,0,51070,1.544289875,0.803419236,26.00,73237,1.922147
FROGGER BEYOND,2,1,1,0,FROGGER,,KONAMI DIGITAL ENT.,KONAMI,ACTION,PLATFORM/SCROLLING CHARACTER,2002-12-01,2002,12,E,NO,57.25,34.00,0,0,0,25,0,2,124414,3.324032,0.97274269,27.50,129636,3.417175
FROGGER: GREAT QUEST,1,0,0,1,FROGGER,,KONAMI DIGITAL ENT.,KONAMI,ACTION,PLATFORM/SCROLLING CHARACTER,2001-11-01,2001,11,E,NO,31.5,47.00,0,0,0,8,0,1,341111,12.481268,0.860630499,30.00,478718,14.50247
FROGGER'S ADVENTURES: THE RESCUE,2,1,0,1,FROGGER,,KONAMI DIGITAL ENT.,KONAMI,ACTION,PLATFORM/SCROLLING CHARACTER,2003-10-01,2003,10,E,NO,64.24999809,30.00,14.464934,14.464934,0,33,2,42,195416,5.36088925,0.909418649,27.00,219432,5.894853
FRONT MISSION 4,1,0,0,1,FRONT MISSION,,SQUARE ENIX INC,SQUARE ENIX,STRATEGY,OTHER STRATEGY,2004-06-01,2004,6,T,NO,75.09999847,38.00,0,0,0,2,0,8,87623,3.370665,0.920018157,34.00,107470,3.663694
FUGITIVE HUNTER: WAR,1,0,0,1,,,ENCORE,BLACK OPS ENTERTAINMENT,SHOOTER,1ST PERSON SHOOTER,2003-11-01,2003,11,M,NO,40.5,25.00,0,0,0,8,0,19,45573,0.98200575,0.891441531,21.00,52997,1.101593
FULL SPECTRUM WARRIOR,1,0,1,0,,,THQ,PANDEMIC STUDIOS,SHOOTER,SQUAD BASED COMBAT,2004-06-01,2004,6,M,YES,83.5,47.00,0,0,0,4,0,10,306915,14.28237,0.909335569,42.00,376623,15.70638
FUNKMASTER FLEX DIGITAL HITZ FAC,1,0,0,1,,OTHER,XS GAMES,JESTER INTERACTIVE,FAMILY,MUSIC/DANCE GAMES,2004-07-01,2004,7,E,NO,75.5,27.00,0,0,0,26,0,38,11706,0.358213,0.732799676,25.00,17262,0.488828
FUR FIGHTERS: REVENGE,1,0,0,1,FUR FIGHTERS,,ACCLAIM,BIZARRE CREATIONS,ACTION,GENERAL ACTION,2001-06-01,2001,6,T,NO,69.80000305,28.00,0,0,0,14,0,0,40058,1.045361,0.805593124,24.00,55198,1.297629
FURIOUS KARTING,1,0,1,0,,,ATARI,BABYLON SOFTWARE,RACING,ACTION ORIENTED RACING,2003-03-01,2003,3,T,NO,58.5,24.00,0,0,0,20,0,15,6498,0.1517565,0.886148645,22.00,7909,0.171254
FUTURAMA,2,0,1,1,,OTHER,VIVENDI UNIVERSAL,UNIQUE DEVELOPMENT STUDIOS,ACTION,GENERAL ACTION,2003-08-01,2003,8,T,NO,62.75,40.00,0,0,0,64,0,74,40943,1.435854,0.847144491,31.50,53348,1.694934
FUTURE TACTICS: THE UPRISING,3,1,1,1,,,CRAVE,ZED TWO GAME DESIGN STUDIO,RPG,RPG,2004-05-01,2004,5,T,NO,62.46666718,12.33,0,0,0,40,0,70,35122,0.416157,0.786377001,11.00,49226,0.529208
FUZION FRENZY,1,0,1,0,,,MICROSOFT,BLITZ GAMES,FAMILY,PARTY GAMES,2001-10-01,2001,10,E,NO,65.19999695,49.00,0,0,0,0,0,0,190129,6.9157695,0.438383095,25.00,642892,15.77563
F-ZERO GX,1,1,0,0,F-ZERO,,NINTENDO OF AMERICA,AMUSEMENT VISION,RACING,ACTION ORIENTED RACING,2003-08-01,2003,8,T,NO,89.09999847,49.00,0,0,0,17,0,8,247905,10.247906,0.900162238,37.00,307312,11.38451
G1 JOCKEY 3,1,0,0,1,,,KOEI,KOEI,SPORTS,MULTIPLE/OTHER SPORTS,2003-05-01,2003,5,E,NO,67.5,51.00,0,0,0,3,0,5,10621,0.507377406,0.855413515,45.00,13324,0.593137
GADGET RACERS,1,0,0,1,,,CONSPIRACY,BURNHOUSE EFFECT,RACING,ACTION ORIENTED RACING,2001-08-01,2001,8,E,NO,70.19999695,38.00,0,0,0,23,0,4,24571,0.817716,0.847877548,31.00,30889,0.964427
GALACTIC WRESTLING,1,0,0,1,,ULTIMATE MUSCLE,BANDAI,AKI,FIGHTING,WRESTLING,2004-06-01,2004,6,T,NO,59.29999924,37.00,0,0,0,3,0,8,12668,0.469121,0.832906039,34.00,16544,0.563234
GALERIANS: ASH,1,0,0,1,GALERIANS,,SAMMY STUDIOS,ENTERBRAIN,ADVENTURE,SURVIVAL HORROR,2003-02-01,2003,2,T,NO,54.40000153,26.00,0,0,0,5,0,9,16559,0.416076156,0.789683152,20.00,26105,0.52689
GALLEON,1,0,1,0,,,ATLUS,CONFOUNDING FACTOR,ADVENTURE,GENERAL ADVENTURE,2004-08-01,2004,8,T,NO,68.19999695,34.00,0,0,0,5,0,15,7503,0.253584,0.711124073,27.00,13278,0.356596
GALLOP RACER,1,0,0,1,GALLOP RACER,,TECMO,TECMO,SPORTS,MULTIPLE/OTHER SPORTS,2001-08-01,2001,8,E,NO,69.90000153,48.00,0,0,0,1,0,1,33773,1.523976625,0.82826122,43.00,42915,1.839971
GALLOP RACER 2003,1,0,0,1,GALLOP RACER,,TECMO,TECMO,SPORTS,MULTIPLE/OTHER SPORTS,2003-03-01,2003,3,E,NO,70,49.00,1.523976625,1.523976625,0,3,1,5,28861,1.3750715,0.871015076,45.00,35206,1.5787
GALLOP RACER 2004,1,0,0,1,GALLOP RACER,,TECMO,TECMO,SPORTS,MULTIPLE/OTHER SPORTS,2004-09-01,2004,9,E,NO,72.09999847,50.00,1.3750715,2.899048,0,1,2,9,18050,0.893848,0.754289379,49.00,24286,1.18502
GAUNTLET: DARK LEGACY,3,1,1,1,GAUNTLET,,MIDWAY,BIG APE PRODUCTIONS,ACTION,GENERAL ACTION,2001-04-01,2001,3,T,NO,60.5,49.67,0,0,0,49,0,5,381188,17.32829475,0.738664078,40.00,658183,23.458965
GENMA ONIMUSHA,1,0,1,0,ONIMUSHA,,CAPCOM USA,CAPCOM,ADVENTURE,SURVIVAL HORROR,2002-01-01,2002,1,M,NO,80.5,44.00,0,0,0,2,0,1,85022,3.73917325,0.904750178,37.00,111774,4.132824
GET ON DA MIC,1,0,0,1,,,EIDOS INTERACTIVE,ARTIFICIAL MIND AND MOVEMENT,FAMILY,MUSIC/DANCE GAMES,2004-10-01,2004,10,T,NO,50.90000153,40.00,0,0,0,26,0,38,42857,1.88655,0.663231711,34.00,76822,2.844481
GHOST IN SHELL: STAND,1,0,0,1,GHOST IN THE SHELL,,BANDAI,SONY COMPUTER ENTERTAINMENT,ACTION,GENERAL ACTION,2004-11-01,2004,11,M,NO,66.40000153,49.00,0,0,0,40,0,82,19692,0.974716,0.53807537,38.00,47619,1.811486
GHOST RECON: ISLAND,1,0,1,0,,TOM CLANCY,UBISOFT,RED STORM ENTERTAINMENT,SHOOTER,SQUAD BASED COMBAT,2003-08-01,2003,8,M,YES,80.90000153,38.00,0,0,0,7,0,2,363948,11.838184,0.8544205,30.00,460830,13.85522
GHOSTHUNTER,1,0,0,1,,,NAMCO,SONY COMPUTER ENTERTAINMENT,ADVENTURE,SURVIVAL HORROR,2004-08-01,2004,8,T,NO,72.30000305,49.00,0,0,0,8,0,15,15529,0.759532,0.693501629,39.00,28135,1.095213
GIANTS: CITIZEN KABUTO,1,0,0,1,,,INTERPLAY PRODUCTIONS,DIGITAL MAYHEM,ADVENTURE,GENERAL ADVENTURE,2001-12-01,2001,12,T,NO,79.5,53.00,0,0,0,5,0,0,16542,0.548637,0.858365211,26.00,24714,0.639165
GITAROO MAN,1,0,0,1,,,KOEI,KOEI,FAMILY,MUSIC/DANCE GAMES,2002-02-01,2002,2,E,NO,82.19999695,39.00,0,0,0,4,0,3,14245,0.542519813,0.873756553,33.00,18744,0.620905
GLADIATOR: SWORD OF VENGEANCE,2,0,1,1,,,ACCLAIM,ACCLAIM STUDIOS,ACTION,GENERAL ACTION,2003-11-01,2003,11,M,NO,65,47.00,0,0,0,64,0,74,56063,1.615694875,0.867328384,26.00,72347,1.862841
GLADIUS,3,1,1,1,,,LUCASARTS,LUCASARTS,RPG,RPG,2003-10-01,2003,10,T,NO,76.73333232,50.33,0,0,0,29,0,38,168335,6.917041375,0.91190564,37.67,199288,7.58526
GO! GO! HYPERGRIND,1,1,0,0,,,ATLUS,TEAM POPONCHI,SPORTS,EXTREME SPORTS,2003-11-01,2003,11,T,NO,68.69999695,23.00,0,0,0,6,0,15,17616,0.30045575,0.900066654,17.00,20111,0.333815
GOBLIN COMMANDER: UNLEASH THE HO,3,1,1,1,,,JALECO,JALECO ENTERTAINMENT,STRATEGY,REAL-TIME STRATEGY,2003-11-01,2003,11,T,NO,71.59999847,42.00,0,0,0,3,0,6,101909,2.967734,0.917456168,30.67,117813,3.234742
GODAI:ELEMENTAL FORCE,1,0,0,1,,,THE 3DO COMPANY,THE 3DO COMPANY,ACTION,GENERAL ACTION,2002-01-01,2002,1,T,NO,30,29.00,0,0,0,34,0,15,15407,0.446345594,0.735987643,21.00,29245,0.606458
GODZILLA: DESTROY MELEE,2,1,1,0,GODZILLA,GODZILLA,ATARI,PIPEWORKS SOFTWARE,FIGHTING,FIGHT/HEAD TO HEAD,2002-10-01,2002,4,T,NO,71.20000076,44.00,0,0,0,14,0,8,382642,13.950847,0.81841822,31.50,541444,17.04611
GODZILLA: SAVE THE EARTH,2,0,1,1,GODZILLA,GODZILLA,ATARI,PIPEWORKS SOFTWARE,FIGHTING,FIGHT/HEAD TO HEAD,2004-11-01,2004,11,T,YES,61.39999962,39.00,1.727341,1.727341,0,25,1,43,109871,4.314485,0.593098343,33.00,223049,7.274485
GOLDENEYE: ROGUE AGENT,3,1,1,1,BOND,JAMES BOND/J.BOND JR.,ELECTRONIC ARTS,ELECTRONIC ARTS,SHOOTER,1ST PERSON SHOOTER,2004-11-01,2004,11,T,NO,63.13333384,49.00,70.070654,145.541998,3,18,6,58,430075,20.930167,0.731812225,41.33,686514,28.600461
GOTCHA FORCE,1,1,0,0,,,CAPCOM USA,CAPCOM,ACTION,GENERAL ACTION,2003-12-01,2003,12,E,NO,63.09999847,40.00,0,0,0,20,0,18,9356,0.372265,0.959554692,39.00,9868,0.387956
GRABBED BY GHOULIES,1,0,1,0,,,MICROSOFT,RARE,ACTION,GENERAL ACTION,2003-10-01,2003,10,E,NO,71.09999847,39.00,0,0,0,33,0,24,71102,2.22930375,0.901820811,30.00,83037,2.472003
GRADIUS III & IV,1,0,0,1,GRADIUS,,KONAMI DIGITAL ENT.,KONAMI,ARCADE,CLASSIC ARCADE,2000-11-01,2000,11,E,NO,55.20000076,42.00,0,0,0,0,0,0,28971,1.047846688,0.920831759,36.00,32032,1.137935
GRADIUS V,1,0,0,1,GRADIUS,,KONAMI DIGITAL ENT.,KONAMI,ARCADE,CLASSIC ARCADE,2004-09-01,2004,9,T,NO,82.80000305,31.00,1.047846688,1.047846688,0,2,1,5,24987,0.766298,0.76552329,30.00,32859,1.001012
GRAN TURISMO 3:A-SPEC,1,0,0,1,GRAN TURISMO,,SONY,POLYPHONY DIGITAL,RACING,ACTION ORIENTED RACING,2001-07-01,2001,7,E,NO,94.19999695,50.00,0,0,0,23,0,4,2068699,79.523344,0.690770917,31.00,3752119,115.1226
GRAND PRIX CHALLENGE,1,0,0,1,ATARI'S GRAND PRIX,PRO RACING ALL OTHER,ATARI,INFOGRAMES,RACING,SPORTS ORIENTED RACING,2003-03-01,2003,3,E,NO,76.40000153,27.00,0,0,0,6,0,25,26924,0.7133375,0.9039177,25.00,31920,0.789162
GRAND THEFT AUTO 3,1,0,0,1,GRAND THEFT AUTO,,TAKE 2 INTERACTIVE,DMA DESIGN,ACTION,ACTION/DRIVING HYBRID,2001-10-01,2001,10,M,NO,94.90000153,50.00,0,0,0,0,0,0,3985737,199.2616,0.817598538,44.00,5577729,243.7157
GRAND THEFT AUTO PACK,2,0,1,1,GRAND THEFT AUTO,,TAKE 2 INTERACTIVE,ROCKSTAR GAMES,ACTION,ACTION/DRIVING HYBRID,2003-10-01,2003,10,M,NO,93.80000305,43.50,265.491376,464.75296,0,5,2,2,1804589,79.068688,0.894645592,42.00,2039956,88.3799
GRAND THEFT AUTO: SAN ANDREAS,1,0,0,1,GRAND THEFT AUTO,,TAKE 2 INTERACTIVE,ROCKSTAR GAMES,ACTION,ACTION/DRIVING HYBRID,2004-10-01,2004,10,A,NO,,49.00,23.024748,487.777696,0,2,3,6,5144214,252.856192,0.892248556,49.00,5791407,283.3921
GRAND THEFT AUTO: VICE CITY,1,0,0,1,GRAND THEFT AUTO,,TAKE 2 INTERACTIVE,ROCKSTAR GAMES,ACTION,ACTION/DRIVING HYBRID,2002-10-01,2002,10,M,NO,94.19999695,49.00,199.2616,199.2616,0,0,1,1,5585323,265.491376,0.906037223,44.00,6659393,293.0248
GRANDIA 2,1,0,0,1,GRANDIA,,UBISOFT,,RPG,RPG,2002-01-01,2002,1,T,NO,70.59999847,36.00,0,0,1,10,0,17,87607,3.1165545,0.855210215,32.00,114811,3.644197
GRANDIA XTREME,1,0,0,1,GRANDIA,,SQUARE ENIX INC,GAME ARTS,RPG,RPG,2002-09-01,2002,9,T,NO,71,51.00,0,0,1,10,0,17,50230,2.535886,0.963138911,50.00,52823,2.632939
GRAVITY GAMES BIKE,2,0,1,1,,,MIDWAY,MIDWAY HOME ENTERTAINMENT,SPORTS,EXTREME SPORTS,2002-06-01,2002,6,T,NO,29.89999962,25.50,0,0,0,21,0,32,35112,1.062461918,0.849203213,22.50,45319,1.251128
GRETZKY NHL 2005,1,0,0,1,WAYNE GRETZKY HOCKEY,NATIONAL HOCKEY LEAGUE (NHL),SONY,PAGE 44 STUDIOS,SPORTS,HOCKEY,2004-11-01,2004,11,E,YES,67.40000153,39.00,0,0,0,2,0,12,27707,1.082933,0.649822443,37.00,45205,1.666506
GROOVERIDER: SLOT CAR,2,1,1,0,,,ENCORE,KING OF THE JUNGLE,RACING,ACTION ORIENTED RACING,2003-09-01,2003,9,E,NO,52.79999924,20.00,0,0,0,37,0,23,12873,0.25466375,0.838424019,19.50,15486,0.303741
GROUP S CHALLENGE,1,0,1,0,,OTHER,CAPCOM USA,CAPCOM,RACING,COMBAT ORIENTED RACING,2003-11-01,2003,11,E,NO,56.5,40.00,0,0,0,6,0,8,7568,0.182386172,0.795008901,22.00,10617,0.229414
GROWLANSER: GENERATIONS,1,0,0,1,,,WORKING DESIGNS,CAREER SOFT,RPG,RPG,2004-12-01,2004,12,T,NO,79.90000153,69.50,0,0,0,40,0,88,30979,1.938182,0.573666107,67.00,57357,3.378589
GTC AFRICA,1,0,0,1,,,MAJESCO,RAGE SOFTWARE,RACING,SPORTS ORIENTED RACING,2002-06-01,2002,6,E,NO,66.40000153,28.00,0,0,0,13,0,11,33519,0.9132495,0.912404613,27.00,37661,1.000926
GUILTY GEAR ISUKA,1,0,0,1,GUILTY GEAR,,SAMMY STUDIOS,ARC SYSTEM WORKS COMPANY,FIGHTING,FIGHT/HEAD TO HEAD,2004-11-01,2004,11,T,NO,75.40000153,50.00,2.71731425,4.424641,0,17,2,26,16153,0.804355,0.636306966,47.00,26798,1.264099
GUILTY GEAR X,1,0,0,1,GUILTY GEAR,,SAMMY STUDIOS,ARC ENTERTAINMENT,FIGHTING,FIGHT/HEAD TO HEAD,2001-09-01,2001,9,T,NO,81,42.00,0,0,0,2,0,4,41267,1.7073265,0.886179847,40.00,47896,1.926614
GUILTY GEAR X2,1,0,0,1,GUILTY GEAR,,SAMMY STUDIOS,ARC SYSTEM WORKS COMPANY,FIGHTING,FIGHT/HEAD TO HEAD,2003-02-01,2003,2,T,NO,86.69999695,40.00,2.535886,1.7073265,0,8,1,17,69234,2.71731425,0.941205286,37.00,77057,2.887058
GUILTY GEAR X2:RELOAD,1,0,1,0,GUILTY GEAR,,MAJESCO,ARC SYSTEM WORKS COMPANY,FIGHTING,FIGHT/HEAD TO HEAD,2004-09-01,2004,9,T,YES,84.5,20.00,0,0,0,8,0,17,54220,1.061738,0.750652564,20.00,72073,1.41442
GUN METAL,1,0,1,0,,,MAJESCO,RAGE SOFTWARE,STRATEGY,LIFE SIMULATIONS,2002-07-01,2002,7,T,NO,68.19999695,41.00,0,0,0,0,0,0,55068,2.173877,0.898468921,37.00,65787,2.419535
GUNDAM: ENCOUNTERS,1,0,0,1,GUNDAM,GUNDAM,BANDAI,BANDAI,SHOOTER,MECHANIZED SHOOTER,2003-12-01,2003,12,T,NO,59.29999924,42.00,4.040446,13.246135,0,2,3,13,40272,1.629948,0.983771478,40.00,41125,1.656836
GUNDAM: FED VS ZEON,1,0,0,1,GUNDAM,GUNDAM,BANDAI,BANDAI,SHOOTER,MECHANIZED SHOOTER,2002-09-01,2002,9,T,NO,66.5,48.00,5.806444,5.806444,1,7,1,5,87486,4.040446,0.926143828,44.00,98544,4.362655
GUNDAM: JABURO,1,0,0,1,GUNDAM,GUNDAM,BANDAI,BANDAI,SHOOTER,MECHANIZED SHOOTER,2001-08-01,2001,8,T,NO,56.20000076,51.00,0,0,0,1,0,3,119391,5.806444,0.936947119,47.00,131686,6.197195
GUNDAM: ZEONIC FRONT,1,0,0,1,GUNDAM,GUNDAM,BANDAI,BANDAI,SHOOTER,MECHANIZED SHOOTER,2002-01-01,2002,1,T,NO,68.40000153,50.00,5.806444,5.806444,1,7,1,5,67655,3.399245,0.982074602,50.00,69379,3.46129
GUNGRAVE,1,0,0,1,GUNGRAVE,,SEGA OF AMERICA,POSITRON,ACTION,GENERAL ACTION,2002-09-01,2002,9,M,NO,65.80000305,50.00,0,0,0,34,0,15,60192,1.784366,0.872515199,27.00,76291,2.045083
GUNGRAVE: OVERDOSE,1,0,0,1,GUNGRAVE,,MASTIFF,RED ENTERTAINMENT,ACTION,GENERAL ACTION,2004-09-01,2004,9,M,NO,69.19999695,16.00,1.784366,1.784366,0,40,1,82,33529,0.548931,0.732126662,16.00,47580,0.749776
GUNGRIFFON BLAZE,1,0,0,1,GUNGRIFFON,,WORKING DESIGNS,GAME ARTS,SHOOTER,MECHANIZED SHOOTER,2000-10-01,2000,10,T,NO,72.19999695,49.00,0,0,0,2,0,0,26662,1.0413525,0.761157489,32.00,43140,1.368117
GUNGRIFFON: ALLIED,1,0,1,0,GUNGRIFFON,,TECMO,GAME ARTS,SHOOTER,MECHANIZED SHOOTER,2004-12-01,2004,12,T,YES,53.09999847,50.00,0,0,0,3,0,8,2205,0.109523,0.268743697,43.00,9535,0.407537
GUNVALKYRIE,1,0,1,0,,,SEGA OF AMERICA,SMILEBIT,ACTION,GENERAL ACTION,2002-03-01,2002,3,T,NO,73,41.00,0,0,0,21,0,2,71241,2.744316,0.892263464,32.00,95634,3.075679
HALF-LIFE,1,0,0,1,HALF-LIFE,,VIVENDI UNIVERSAL,GEARBOX SOFTWARE,SHOOTER,1ST PERSON SHOOTER,2001-11-01,2001,11,M,NO,82.69999695,51.00,0,0,0,6,0,3,166602,7.2612745,0.857010324,36.00,233898,8.472797
HALO 2,1,0,1,0,HALO,,MICROSOFT,BUNGIE SOFTWARE,SHOOTER,1ST PERSON SHOOTER,2004-11-01,2004,11,M,YES,95,52.00,170.503168,170.503168,2,22,2,38,4288396,220.021664,0.908349703,51.50,4769353,242.22132
HALO: COMBAT EVOLVED,1,0,1,0,HALO,,MICROSOFT,BUNGIE SOFTWARE,SHOOTER,1ST PERSON SHOOTER,2001-11-01,2001,11,M,NO,,49.00,0,0,0,0,0,0,1757441,85.251584,0.521750528,40.00,4127862,163.3953
HARD HITTER TENNIS,1,0,0,1,,,ATLUS,MAGICAL,SPORTS,TENNIS,2002-11-01,2002,11,E,NO,,12.00,0,0,0,3,0,0,72824,0.78837075,0.660042623,10.00,115863,1.194424
